Name,LLoydNumber,GrossRegisterTonnage,NetRegisterTonnage,Latest VOS,Latest ETA,Name_New,MMSI,GrossRegisterTonnage_New,NetRegisterTonnage_NEW,CallSign,Flag,Length,Beam,Draught,Deadweight,YearBuilt,OldNames,Active,YearBuilt
MIRAMIS,9421271,0,0,NULL,NULL,,,,,,,,,,,,,,
MIRANDA,8000858,0,0,NULL,NULL,,,,,,,,,,,,,,
MIRO D,9243382,0,0,NULL,NULL,,,,,,,,,,,,,,
MISS JAMAICA ,201170,99.5,67.2,NULL,NULL,,,,,,,,,,,,,,
MISSOURI,8702824,0,0,NULL,NULL,,,,,,,,,,,,,,
MITCHELL TIDE,9224386,0,0,NULL,NULL,,,,,,,,,,,,,,
MIZAR,9295505,0,0,VOS0000016407,9/12/2018 3:00,,,,,,,,,,,,,,
MOBILE PEARL,8309402,0,0,NULL,NULL,,,,,,,,,,,,,,
MOBRO 2008 ,1206003,0,0,NULL,NULL,,,,,,,,,,,,,,
MODERN CHANCE,9188790,0,0,NULL,NULL,,,,,,,,,,,,,,
MOEN ISLAND,9294173,0,0,VOS0000004030,8/6/2017 6:00,,,,,,,,,,,,,,
MOHEGAN,9280108,0,0,NULL,NULL,,,,,,,,,,,,,,
MOHEGAN PRINCESS,8213835,0,0,NULL,NULL,,,,,,,,,,,,,,
MOKARA COLOSSUS,9376309,0,0,NULL,NULL,,,,,,,,,,,,,,
MOL AMERICAS,9217565,0,0,NULL,NULL,,,,,,,,,,,,,,
MOL SPRINTER,9124392,0,0,NULL,NULL,,,,,,,,,,,,,,
MONA LISA,9309277,0,0,NULL,NULL,,,,,,,,,,,,,,
MONALISSA,6718386,0,0,NULL,NULL,,,,,,,,,,,,,,
MONGOOSE HUNTER,9293167,0,0,NULL,NULL,,,,,,,,,,,,,,
MONICA C,9432517,0,0,NULL,NULL,,,,,,,,,,,,,,
MONTEBELLO,9138288,0,0,NULL,NULL,,,,,,,,,,,,,,
MONTEREY,9377779,0,0,NULL,NULL,,,,,,,,,,,,,,
MONTREAL SPIRIT,9296389,0,0,NULL,NULL,,,,,,,,,,,,,,
MONTROSE,9223813,0,0,NULL,NULL,,,,,,,,,,,,,,
MOONRISE-GSL,9628520,0,0,NULL,NULL,,,,,,,,,,,,,,
MOOR,9359595,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING CAPO,9663295,0,0,VOS0000039730,8/5/2020 0:00,,,,,,,,,,,,,,
MORNING CARINA,9338709,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING CATHERINE,9338711,0,0,VOS0000037260,5/22/2020 4:00,,,,,,,,,,,,,,
MORNING CELESTA,9336062,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING CELINE,9519133,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING CHANT,9663300,59615,21042,VOS0000038124,6/17/2020 5:00,,,,,,,,,,,,,,
MORNING CHRISTINA,9574054,0,0,VOS0000034867,3/16/2020 1:00,,,,,,,,,,,,,,
MORNING CLAIRE,9620683,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING CLARA,9460887,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING COMPOSER,9336074,57542,20901,NULL,NULL,,,,,,,,,,,,,,
MORNING CONCERT,9312822,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING CONDUCTOR,9336050,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING CORNET,9329473,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING CROWN,9285641,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING MARGARETA,9367580,0,0,NULL,NULL,,,,,,,,,,,,,,
MORNING MELODY,8708907,0,0,NULL,NULL,,,,,,,,,,,,,,
MOSCOW SEA,9149249,0,0,NULL,NULL,,,,,,,,,,,,,,
MOSTEIN,9100176,0,0,NULL,NULL,,,,,,,,,,,,,,
MOUNT ADAMS,9245067,0,0,NULL,NULL,,,,,,,,,,,,,,
MOUNT ATHOS,8001048,0,0,NULL,NULL,,,,,,,,,,,,,,
MOUNT HOPE,9360415,0,0,NULL,NULL,,,,,,,,,,,,,,
MOUNT KARAVA,9360427,0,0,VOS0000015687,8/25/2018 17:00,,,,,,,,,,,,,,
MOUNT MCKINNEY,9263174,0,0,NULL,NULL,,,,,,,,,,,,,,
MOUNT RAINIER,9263186,0,0,NULL,NULL,,,,,,,,,,,,,,
MOUNT ROBSON,9263198,0,0,NULL,NULL,,,,,,,,,,,,,,
MOUNT TROODOS,8019526,0,0,NULL,NULL,,,,,,,,,,,,,,
MOYRA,9271999,0,0,NULL,NULL,,,,,,,,,,,,,,
MOZART,9337274,0,0,NULL,NULL,,,,,,,,,,,,,,
MPP ARROW,9225146,0,0,NULL,NULL,,,,,,,,,,,,,,
MR ARCTURUS,9337315,0,0,VOS0000019485,12/18/2018 0:00,,,,,,,,,,,,,,
MR KENTAURUS,9379131,0,0,NULL,NULL,,,,,,,,,,,,,,
MR SIRIUS ,9379129,0,0,NULL,NULL,,,,,,,,,,,,,,
MR. BENNY,8978605,0,0,NULL,NULL,,,,,,,,,,,,,,
MRC SEMIRAMIS,9418793,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ALABAMA,9123166,37518,22460,VOS0000001681,4/30/2017 13:00,,,,,,,,,,,,,,
MSC ALESSIA,9225653,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ALEXA,9129873,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC AMANDA F,9319600,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ANNICK,9169122,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ANTONIA,8408832,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC AUSTRIA,8300121,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC BANU,9263332,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC BELLATRIX,9232096,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC BELLE,9203904,12004,6750,NULL,NULL,,,,,,,,,,,,,,
MSC BREMEN,9369734,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC BRIANNA,8410952,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC CANBERRA,9102722,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC CAROLE,8618308,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC CAROLINA,9295397,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC CHALLENGER,8417948,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC DAVOS,9327669,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC DIVINA,9585285,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC DON GIOVANNI,9102746,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC DONATA,9237151,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ELA,9282259,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ELENA,9051480,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC EMMA,9275646,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ENGLAND,9232890,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ERMINIA ,9043756,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC FABIENNE,9279965,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC FEDERICA,8715869,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC FLORIDA,9236547,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC GENEVA,9320427,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ILONA,9225641,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC IMMACOLATA,9463205,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC INGRID,9181651,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC JADE,8419726,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC JEMIMA,9051478,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC JORDAN,8918980,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC JULIA R ,9227338,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC KIM,9351581,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC KOREA,9123154,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC KORONI,9157703,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC KRYSTAL,9372470,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC KYOTO,7825411,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC LARA,9064748,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC LEANNE,8618310,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC LIRICA,9248102,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC LORENA,9320403,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC LOS ANGELES,9345958,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC LUDOVICA,9251690,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC LUISA,9225677,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC MARACAIBO,9186754,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC MARIA LAURA,8616520,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC MARIA PIA,9155107,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC MARTINA,9090637,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC MATILDE,9181663,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC MAUREEN,9251717,75590,42233,NULL,NULL,,,,,,,,,,,,,,
MSC MICHAELA,9230488,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC MONICA,9060649,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC MYKONOS,8613308,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC NADRIELY,9149328,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC NATALIA,9150183,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC NAVEGANTES,9139488,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC NEDERLAND,8918954,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC NURIA,9349825,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC OPERA,9250464,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ORIANE,9372482,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC PILAR,8715871,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC POESIA,9387073,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC RHIANNON,9224051,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC RIVIERA,9438078,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC ROSARIA,9320453,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SANTHYA,8913411,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SAO PAULO ,9147071,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SARAH,9181675,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SARISKA,8715857,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SEATTLE,9285689,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SHANNON,8913423,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SHAULA ,9036002,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SORAYA,9372494,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SUEZ,8918978,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC SUKAIYNA,8310530,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC TAMARA,9351579,41225,24036,VOS0000007088,11/26/2017 21:00,,,,,,,,,,,,,,
MSC VAISHNAVI R,9227340,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC VANESSA,9186730,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC VERONIQUE,8618293,0,0,NULL,NULL,,,,,,,,,,,,,,
MSC YOKOHAMA,9285665,0,0,NULL,NULL,,,,,,,,,,,,,,
MSM DOLORES,9519030,0,0,NULL,NULL,,,,,,,,,,,,,,
MSM DOURO,9519028,0,0,NULL,NULL,,,,,,,,,,,,,,
MST CALLAO,8309000,0,0,NULL,NULL,,,,,,,,,,,,,,
MTM GBR,9296872,0,0,NULL,NULL,,,,,,,,,,,,,,
MTM HKG,9228320,0,0,NULL,NULL,,,,,,,,,,,,,,
MTM HOUSTON,9505924,0,0,NULL,NULL,,,,,,,,,,,,,,
MTM NORTH SOUND,9360946,0,0,NULL,NULL,,,,,,,,,,,,,,
MTM PHL,9242326,0,0,NULL,NULL,,,,,,,,,,,,,,
MTM PRINCESS,9185853,0,0,NULL,NULL,,,,,,,,,,,,,,
MTM WESTPORT,9185920,0,0,NULL,NULL,,,,,,,,,,,,,,
MTM YANGON,9250165,0,0,NULL,NULL,,,,,,,,,,,,,,
MUKARNAS,9113874,0,0,NULL,NULL,,,,,,,,,,,,,,
MULTAN,9241671,0,0,NULL,NULL,,,,,,,,,,,,,,
MUSKETEER,7516656,0,0,NULL,NULL,,,,,,,,,,,,,,
MV ANNE ,9347803,9981,4900,VOS0000030402,11/1/2019 5:00,,,,,,,,,,,,,,
MV EMILIA ,9197521,6363,3998,VOS0000030104,10/23/2019 21:00,,,,,,,,,,,,,,
MV LAS VEGAS,9348699,54675,31705,VOS0000033562,2/2/2020 5:00,,,,,,,,,,,,,,
MY FAIR LADY,9477282,0,0,NULL,NULL,,,,,,,,,,,,,,
MY JULIETTA,8303666,0,0,NULL,NULL,,,,,,,,,,,,,,
MYRA,7718175,0,0,NULL,NULL,,,,,,,,,,,,,,
MYSTIC STRIKER,9493688,0,0,NULL,NULL,,,,,,,,,,,,,,
NADJA,9252876,6409,3258,VOS0000039474,8/17/2020 5:00,,,,,,,,,,,,,,
NAFTOCEMENT I,7301984,0,0,NULL,NULL,,,,,,,,,,,,,,
NAFTOCEMENT IV,7355349,0,0,NULL,NULL,,,,,,,,,,,,,,
NAFTOCEMENT VI,7719143,0,0,NULL,NULL,,,,,,,,,,,,,,
NAHIDE-M,9116319,0,0,NULL,NULL,,,,,,,,,,,,,,
NAJA,9145126,0,0,NULL,NULL,,,,,,,,,,,,,,
NAKALA STAR,9161027,0,0,NULL,NULL,,,,,,,,,,,,,,
NAKANAI COAST,9122825,0,0,NULL,NULL,,,,,,,,,,,,,,
NALINEE NAREE,8118358,0,0,NULL,NULL,,,,,,,,,,,,,,
NANCY FOSTER,8993227,0,0,NULL,NULL,,,,,,,,,,,,,,
NANNY OF THE MAROONS ,9768344,455,136,VOS0000038697,6/26/2020 14:30,,,,,,,,,,,,,,
NANUK,9375898,0,0,NULL,NULL,,,,,,,,,,,,,,
NARA,9120918,0,0,NULL,NULL,,,,,,,,,,,,,,
NARODNY BRIDGE,9256925,0,0,NULL,NULL,,,,,,,,,,,,,,
NATALIE BOLTEN,9232199,0,0,NULL,NULL,,,,,,,,,,,,,,
NATCHA NAREE,8408014,0,0,NULL,NULL,,,,,,,,,,,,,,
NATIONAL PRIDE,7915254,0,0,NULL,NULL,,,,,,,,,,,,,,
NATS EMPEROR,7713125,0,0,NULL,NULL,,,,,,,,,,,,,,
NAUTILUS,6711883,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVAGA,8817813,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVE ARIADNE,9301964,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVE CIELO,9301976,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVE CONSTELLATION,9489118,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVE EQUINOX,9351634,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVE PULSAR,9379313,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVE PYXIS,9697430,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVE SEXTANS,9697442,23781,13832,VOS0000022773,3/25/2019 23:00,,,,,,,,,,,,,,
NAVIG8 FAITH,9379155,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIG8 LOUCAS,9396775,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIG8 SPIRIT,9337327,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIG8 STEALTH,9252072,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIG8 STRENGTH,9418145,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIGATOR PEGASUS,9407328,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIGATOR PHOENIX,9407330,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIGATOR VENUS,9177557,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIOS ASTRA,9364796,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIOS HORIZON,9223564,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIOS IONIAN,9211133,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIOS KYPROS,9254721,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVIOS ULYSSES,9317494,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVISION ALLIANCE ,9108271,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVISION IVORY,9191565,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVISION LEADER,8512932,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVISION LOGGER,8400543,0,0,NULL,NULL,,,,,,,,,,,,,,
NAVISION TRADER,8912261,0,0,NULL,NULL,,,,,,,,,,,,,,
NAZIRE,8307428,0,0,NULL,NULL,,,,,,,,,,,,,,
NBP STEAMER,9505584,0,0,NULL,NULL,,,,,,,,,,,,,,
NEA MONI,7354319,0,0,NULL,NULL,,,,,,,,,,,,,,
NEDLLOYD ACCRA,9203514,0,0,NULL,NULL,,,,,,,,,,,,,,
NEDLLOYD COLOMBO,8011213,0,0,NULL,NULL,,,,,,,,,,,,,,
NEDLLOYD DE LIEFDE,9106481,0,0,NULL,NULL,,,,,,,,,,,,,,
NEDLLOYD MARITA,9275048,0,0,NULL,NULL,,,,,,,,,,,,,,
NEERLANDIA,9314375,0,0,NULL,NULL,,,,,,,,,,,,,,
NEFELI,9491628,18321,10202,VOS0000002113,5/26/2017 21:00,,,,,,,,,,,,,,
NEGRA MATEA,9117507,0,0,NULL,NULL,,,,,,,,,,,,,,
NELE MAERSK,9192442,0,0,NULL,NULL,,,,,,,,,,,,,,
NENA F,8902436,0,0,NULL,NULL,,,,,,,,,,,,,,
NEPTUNE,9712462,0,0,NULL,NULL,,,,,,,,,,,,,,
NERA II ,8502365,0,0,NULL,NULL,,,,,,,,,,,,,,
NESTOS REEFER,9045156,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW ALLIANCE,9129603,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW BREEZE,9561382,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW CALEDONIA MARU ,9520625,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW CONSTELLATION,8228347,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW DELHI EXPRESS,9301770,39941,24458,VOS0000000241,NULL,,,,,,,,,,,,,,
NEW ENGLAND,9298727,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW GLORY,9300843,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW HUNTER,9296781,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW RANGER,9328326,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW WIND,8322923,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW WORLD LEGACY,9203978,0,0,NULL,NULL,,,,,,,,,,,,,,
NEW YORK TRADER,9282170,9528,4703,VOS0000032366,12/29/2019 13:00,,,,,,,,,,,,,,
NEW ZEALAND STAR,8118396,0,0,NULL,NULL,,,,,,,,,,,,,,
NICEA,8606642,0,0,NULL,NULL,,,,,,,,,,,,,,
NICHIRIN,9478913,0,0,NULL,NULL,,,,,,,,,,,,,,
NICHOLAS,8416621,0,0,NULL,NULL,,,,,,,,,,,,,,
NICHOLAS M,7433452,0,0,NULL,NULL,,,,,,,,,,,,,,
NICOLAI MAERSK,9192454,0,0,NULL,NULL,,,,,,,,,,,,,,
NICOLAS DELMAS,9220861,0,0,NULL,NULL,,,,,,,,,,,,,,
NICOLAS I,9120736,0,0,NULL,NULL,,,,,,,,,,,,,,
NICOLINA,9167631,0,0,NULL,NULL,,,,,,,,,,,,,,
NICOLINE MAERSK,9192466,0,0,NULL,NULL,,,,,,,,,,,,,,
NIEUW NLD,9378450,0,0,NULL,NULL,,,,,,,,,,,,,,
NIHAT M,9185815,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKA,9254513,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKATOR,9544372,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKI,8607842,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKI C,9497490,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKI T,9138642,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKITA SCAN,9484194,0,0,VOS0000006091,10/20/2017 16:00,,,,,,,,,,,,,,
NIKMARY,7622948,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKOLAOS,8312708,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKOLAY TRUBYATCHINSKY,8705010,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKOPIOS,8208945,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKOS A,8510415,0,0,NULL,NULL,,,,,,,,,,,,,,
NIKOS N,9412646,0,0,NULL,NULL,,,,,,,,,,,,,,
NIN,9211547,0,0,NULL,NULL,,,,,,,,,,,,,,
NINA-MARIE,9611292,0,0,NULL,NULL,,,,,,,,,,,,,,
NING HAI WAN,9578385,0,0,NULL,NULL,,,,,,,,,,,,,,
NINGBO DOLPHIN,9579054,0,0,NULL,NULL,,,,,,,,,,,,,,
NLD EXPRESS,9193317,0,0,NULL,NULL,,,,,,,,,,,,,,
NOBLE EMPRESS,8103195,0,0,NULL,NULL,,,,,,,,,,,,,,
NOCC ATLANTIC,9430519,0,0,NULL,NULL,,,,,,,,,,,,,,
NOCC OCEANIC,9624029,0,0,NULL,NULL,,,,,,,,,,,,,,
NOGAT,9154268,0,0,NULL,NULL,,,,,,,,,,,,,,
NOLHANAVA,9208435,0,0,NULL,NULL,,,,,,,,,,,,,,
NOMADIC BERGEN,9432490,0,0,NULL,NULL,,,,,,,,,,,,,,
NOORDAM I,9230115,0,0,NULL,NULL,,,,,,,,,,,,,,
NOR BULK 1 ,9485758,0,0,VOS0000040408,8/18/2020 13:00,,,,,,,,,,,,,,
NOR BULK 10,9485837,0,0,VOS0000040410,8/17/2020 19:00,,,,,,,,,,,,,,
NOR BULK 3,9485784,0,0,VOS0000039645,7/28/2020 15:00,,,,,,,,,,,,,,
NOR BULK 4,9589956,0,0,VOS0000036109,4/14/2020 17:00,,,,,,,,,,,,,,
NOR BULK 5,9485796,0,0,VOS0000039761,7/30/2020 22:00,,,,,,,,,,,,,,
NOR BULK 6,9589968,0,0,VOS0000039471,7/21/2020 5:30,,,,,,,,,,,,,,
NOR BULK 7,9485801,0,0,VOS0000037633,5/27/2020 16:00,,,,,,,,,,,,,,
NOR BULK 8,9485813,0,0,VOS0000039261,7/15/2020 14:00,,,,,,,,,,,,,,
NOR BULK 9,9485825,0,0,VOS0000040290,8/17/2020 20:00,,,,,,,,,,,,,,
NOR BULK II,9485772,0,0,VOS0000040016,8/6/2020 8:00,,,,,,,,,,,,,,
NOR CARRIER 1,9366122,0,0,NULL,NULL,,,,,,,,,,,,,,
NOR CARRIER 3,9366146,0,0,NULL,NULL,,,,,,,,,,,,,,
NOR MERCHANT ,9310575,0,0,NULL,NULL,,,,,,,,,,,,,,
NORA MAERSK,9192478,0,0,NULL,NULL,,,,,,,,,,,,,,
NORASIA ALPS,9124524,0,0,NULL,NULL,,,,,,,,,,,,,,
NORASIA ALYA,9237486,35881,14444,VOS0000003201,7/12/2017 20:00,,,,,,,,,,,,,,
NORASIA ANDES,9237503,0,0,VOS0000026364,7/7/2019 6:00,,,,,,,,,,,,,,
NORASIA ATLAS,9246683,0,0,VOS0000039515,8/23/2020 5:30,,,,,,,,,,,,,,
NORASIA BAVARIA,9134658,0,0,NULL,NULL,,,,,,,,,,,,,,
NORASIA POLARIS,9237498,0,0,NULL,NULL,,,,,,,,,,,,,,
NORASIA RIGEL,9241205,0,0,NULL,NULL,,,,,,,,,,,,,,
NORASIA SILS,9253002,0,0,NULL,NULL,,,,,,,,,,,,,,
NORASIA TEGESOS,9122215,0,0,NULL,NULL,,,,,,,,,,,,,,
NORASIA TELAMON,9122203,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD ANGEL,9478963,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD AUCKLAND,9544750,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD COPENHAGEN,9537020,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD DISCOVERY,9309643,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD EXPRESS,9403114,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD GARDENIA,9670949,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD GUARDIAN,9448712,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD HIGHLANDER,9334789,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD IZUMO)*),9410076,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD MARU,9284491,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD MONTREAL,9612284,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD NLD ,9544762,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD OBTAINER,9367671,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD PEAK,9566564,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD PRINCESS,9303728,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD QUEBEC,9612296,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD SAVANNAH,9605994,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD SETOUCHI,9573919,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD STABILITY,9629495,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD STRONG ,9629718,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD SWAN,9448322,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD TRADITION,9420306,0,0,NULL,NULL,,,,,,,,,,,,,,
NORD VANCOUVER,9598995,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDANA TERESA,9453781,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDANVIND,9037123,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC BOTHNIA,9079157,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC COPENHAGEN,9300776,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC EXPLORER,8517449,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC GLORY,9410519,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC HAMBURG,9514755,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC HANNE,9340128,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC HELSINI,9361457,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC NOR,9300788,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC PIA,9340104,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC RUTH,9208473,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC VISBY,9563380,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDIC WOLVERINE,9043081,11360,5245,VOS0000036299,4/18/2020 7:00,,,,,,,,,,,,,,
NORDKAP,9210270,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDMARS,9277759,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDMED,9241487,0,0,NULL,NULL,,,,,,,,,,,,,,
NORDNIGHTINGALE,9376816,0,0,NULL,NULL,,,,,,,,,,,,,,
